image_name,target
ISIC_0175798,0.4439347833395004
ISIC_0176152,0.07635446032509208
ISIC_0177083,0.007585379993543029
ISIC_0178235,0.13950974866747856
ISIC_0178258,0.028736795764416456
ISIC_0178428,0.013309666654095054
ISIC_0178741,0.017146474216133356
ISIC_0180057,0.02321220561861992
ISIC_0182213,0.14743587002158165
ISIC_0183334,0.006765137077309191
ISIC_0183449,0.13686607126146555
ISIC_0183658,0.004510550992563367
ISIC_0183771,0.028429494705051184
ISIC_0186715,0.03370953630656004
ISIC_0187786,0.005778803955763578
ISIC_0188485,0.06845690263435245
ISIC_0191895,0.1237180046737194
ISIC_0192184,0.024030412547290325
ISIC_0192807,0.009833646938204765
ISIC_0193289,0.03548061940819025
ISIC_0194115,0.013238269370049238
ISIC_0195744,0.016857449896633625
ISIC_0195995,0.05417820019647479
ISIC_0196159,0.029299406334757805
ISIC_0196622,0.008356096921488643
ISIC_0196807,0.057297829538583755
ISIC_0197182,0.07633122615516186
ISIC_0197440,0.033523196121677756
ISIC_0197860,0.05627900082617998
ISIC_0198376,0.004445444559678435
ISIC_0198622,0.011789973708800972
ISIC_0199195,0.010312054306268692
ISIC_0199718,0.003175502351950854
ISIC_0199780,0.005839735153131187
ISIC_0200120,0.015753485029563308
ISIC_0204399,0.00351481803227216
ISIC_0204875,0.005285915452986956
ISIC_0205627,0.013734161155298352
ISIC_0206261,0.09240050055086613
ISIC_0206934,0.0625182637013495
ISIC_0207197,0.016717059537768364
ISIC_0208233,0.010956944432109594
ISIC_0209640,0.010009604739025235
ISIC_0210915,0.016752849332988262
ISIC_0212435,0.0038450788124464452
ISIC_0212468,0.02474422473460436
ISIC_0213848,0.012157073244452477
ISIC_0216203,0.007934621651656926
ISIC_0216447,0.04502062627580017
ISIC_0220438,0.16074186749756336
ISIC_0220466,0.021137500181794167
ISIC_0223354,0.0026840640348382294
ISIC_0223463,0.017505758441984653
ISIC_0223760,0.008169346139766276
ISIC_0224309,0.01871394831687212
ISIC_0225471,0.01796062255743891
ISIC_0225894,0.01012673252262175
ISIC_0226234,0.007451485376805067
ISIC_0227767,0.0052769562462344766
ISIC_0228452,0.01826366293244064
ISIC_0229266,0.01492479769513011
ISIC_0230247,0.004136832314543426
ISIC_0230499,0.12924211844801903
ISIC_0231539,0.03221794776618481
ISIC_0231788,0.016007455997169018
ISIC_0232763,0.029446152038872242
ISIC_0235107,0.015520125161856413
ISIC_0235501,0.12239955272525549
ISIC_0235505,0.010869402904063463
ISIC_0235542,0.1507977433502674
ISIC_0238185,0.003952472063247114
ISIC_0238872,0.01564804557710886
ISIC_0239635,0.029290025820955634
ISIC_0240839,0.004112643771804869
ISIC_0241566,0.01407193299382925
ISIC_0243686,0.1569200363010168
ISIC_0243937,0.01906076865270734
ISIC_0244266,0.007947903999593109
ISIC_0244465,0.007106554869096726
ISIC_0244617,0.012282806914299726
ISIC_0244885,0.009830900933593512
ISIC_0245273,0.007172415032982826
ISIC_0246008,0.008739128010347486
ISIC_0246211,0.025598139167414047
ISIC_0248702,0.013468266697600484
ISIC_0251455,0.06757754972204566
ISIC_0251656,0.1751810535788536
ISIC_0252811,0.005715846666134894
ISIC_0254594,0.008321304339915514
ISIC_0255112,0.017238056985661387
ISIC_0256267,0.005533429211936891
ISIC_0258149,0.015157472807914019
ISIC_0258489,0.05755648110061884
ISIC_0258717,0.008318097097799182
ISIC_0259209,0.053981595672667027
ISIC_0259237,0.016452444484457374
ISIC_0261866,0.021715151611715555
ISIC_0261904,0.017483821837231517
ISIC_0261907,0.006728004664182663
ISIC_0262392,0.23941407352685928
ISIC_0262492,0.022129950462840497
ISIC_0263920,0.00896482216194272
ISIC_0265011,0.002301120985066518
ISIC_0267082,0.019086642190814018
ISIC_0268025,0.01082211424363777
ISIC_0268451,0.04656813541078009
ISIC_0269476,0.005858264164999127
ISIC_0270022,0.04501014715060592
ISIC_0270367,0.019622533349320292
ISIC_0271223,0.01600880711339414
ISIC_0272190,0.004761935328133404
ISIC_0273533,0.00808507390320301
ISIC_0274458,0.05143817514181137
ISIC_0274698,0.03149802517145872
ISIC_0274789,0.04257485643029213
ISIC_0276718,0.008119791280478239
ISIC_0280382,0.0374881811439991
ISIC_0280752,0.01744815707206726
ISIC_0280782,0.07392203528434038
ISIC_0280827,0.026272092945873737
ISIC_0281227,0.01389703107997775
ISIC_0282269,0.011469940422102809
ISIC_0282486,0.011319644749164581
ISIC_0282737,0.015605495776981115
ISIC_0284147,0.005410861223936081
ISIC_0284441,0.13419950241222978
ISIC_0284485,0.015883469488471746
ISIC_0285491,0.010706135537475348
ISIC_0285697,0.12254256522282958
ISIC_0286688,0.018452111864462495
ISIC_0287132,0.00885623530484736
ISIC_0287325,0.10310093639418483
ISIC_0288225,0.002605882938951254
ISIC_0290187,0.009215679136104882
ISIC_0291705,0.014672837685793638
ISIC_0292996,0.07684338465332985
ISIC_0294150,0.015622706152498722
ISIC_0296540,0.0083033861592412
ISIC_0297539,0.008187416824512184
ISIC_0297702,0.005269747925922275
ISIC_0298417,0.03411989472806454
ISIC_0299870,0.06742575136013329
ISIC_0300002,0.015655962750315666
ISIC_0301547,0.004500260227359831
ISIC_0301769,0.015476855682209134
ISIC_0304467,0.005169234704226255
ISIC_0304666,0.004391969530843198
ISIC_0304667,0.03884293884038925
ISIC_0306094,0.00797102798242122
ISIC_0307004,0.03338265838101506
ISIC_0307411,0.019698360236361623
ISIC_0309192,0.029681825079023838
ISIC_0309503,0.006250988692045212
ISIC_0310320,0.0697425352409482
ISIC_0311235,0.058859563898295164
ISIC_0311814,0.013743175542913377
ISIC_0312717,0.016610002610832453
ISIC_0313675,0.009407176170498133
ISIC_0317285,0.04857829213142395
ISIC_0318934,0.0045250579714775085
ISIC_0319131,0.005269739078357816
ISIC_0319990,0.034928268287330866
ISIC_0320662,0.0033111998345702887
ISIC_0321218,0.01475765137001872
ISIC_0321906,0.03700178023427725
ISIC_0321948,0.015218062791973352
ISIC_0322514,0.0523866955190897
ISIC_0327756,0.031246562022715807
ISIC_0328346,0.004220568807795644
ISIC_0328687,0.006928900605998933
ISIC_0328823,0.0044180904515087605
ISIC_0329169,0.10180956777185202
ISIC_0329910,0.017113564535975456
ISIC_0330060,0.09358186146710068
ISIC_0330886,0.012697358150035143
ISIC_0332421,0.015388933476060629
ISIC_0332456,0.06476104259490967
ISIC_0334179,0.08429954294115305
ISIC_0335244,0.038040571846067905
ISIC_0335886,0.024909003637731075
ISIC_0336093,0.0684564970433712
ISIC_0338118,0.025397491408511996
ISIC_0338587,0.017340430640615523
ISIC_0339455,0.10422242060303688
ISIC_0340198,0.005666494136676192
ISIC_0340572,0.013722529169172049
ISIC_0341315,0.13839711504988372
ISIC_0343131,0.01608907838817686
ISIC_0343283,0.018872708547860384
ISIC_0346766,0.02265746146440506
ISIC_0347157,0.06789515540003777
ISIC_0348342,0.06275062635540962
ISIC_0350347,0.020287933060899377
ISIC_0350470,0.01571306260302663
ISIC_0351156,0.08738926984369755
ISIC_0351912,0.023506893776357174
ISIC_0352620,0.045181169640272856
ISIC_0353021,0.010634324513375759
ISIC_0355377,0.009172305813990533
ISIC_0358260,0.010576143395155668
ISIC_0358623,0.007039308897219598
ISIC_0359676,0.006205075711477548
ISIC_0359720,0.016138428589329123
ISIC_0361122,0.04241252411156893
ISIC_0366488,0.009060657699592412
ISIC_0367795,0.06340458989143372
ISIC_0367988,0.2665527928620577
ISIC_0368092,0.020601792726665735
ISIC_0368696,0.008117445977404714
ISIC_0369888,0.09191634133458138
ISIC_0370322,0.028636465314775705
ISIC_0371470,0.008826816221699119
ISIC_0371907,0.10258335620164871
ISIC_0372927,0.013480779249221087
ISIC_0372955,0.005257477576378733
ISIC_0372971,0.01754762267228216
ISIC_0373723,0.01825933367945254
ISIC_0375431,0.05854145064949989
ISIC_0377642,0.010362764820456505
ISIC_0378391,0.013383684447035193
ISIC_0378668,0.020342243369668722
ISIC_0379549,0.003910179832018912
ISIC_0380224,0.015342636499553919
ISIC_0381595,0.07922576740384102
ISIC_0382931,0.029674660647287965
ISIC_0383641,0.018128144089132547
ISIC_0383780,0.01075641659554094
ISIC_0385415,0.04240500181913376
ISIC_0385463,0.014453956158831716
ISIC_0385865,0.060966321267187595
ISIC_0388802,0.007204380119219422
ISIC_0389010,0.03389444900676608
ISIC_0389392,0.007500966661609709
ISIC_0389675,0.036649311892688274
ISIC_0390209,0.015766481403261423
ISIC_0391046,0.5519715175032616
ISIC_0391777,0.003763915621675551
ISIC_0392680,0.05766230507288128
ISIC_0392931,0.006033687328454107
ISIC_0393891,0.12108616903424263
ISIC_0394533,0.010112394113093615
ISIC_0394763,0.009070181637071073
ISIC_0394802,0.043079908937215805
ISIC_0395681,0.008293888648040593
ISIC_0395885,0.0037633037427440286
ISIC_0398134,0.04231269145384431
ISIC_0400652,0.009746160707436502
ISIC_0401679,0.014589897240512073
ISIC_0403198,0.023356525227427483
ISIC_0406137,0.008674647775478661
ISIC_0407054,0.005115671665407717
ISIC_0407220,0.014655773993581533
ISIC_0408372,0.006234680418856442
ISIC_0408969,0.0052307561272755265
ISIC_0409388,0.015726196579635143
ISIC_0410649,0.014829921070486307
ISIC_0411243,0.04844129364937544
ISIC_0414776,0.016566271195188165
ISIC_0416431,0.02630375442095101
ISIC_0416708,0.008467338746413589
ISIC_0418978,0.007212904398329556
ISIC_0419005,0.04532721173018217
ISIC_0421107,0.02151636395137757
ISIC_0424070,0.021461077267304063
ISIC_0426960,0.017644792096689343
ISIC_0427371,0.004354650794994086
ISIC_0429551,0.005908138118684292
ISIC_0431350,0.00750552408862859
ISIC_0431499,0.05583816021680832
ISIC_0431738,0.010986045934259892
ISIC_0432133,0.049720811657607555
ISIC_0432265,0.031449805945158005
ISIC_0432894,0.01277114124968648
ISIC_0433895,0.0657681250013411
ISIC_0434253,0.03551990003325045
ISIC_0434274,0.009924140700604767
ISIC_0434285,0.007032019551843405
ISIC_0434890,0.07312316354364157
ISIC_0434920,0.03447660245001316
ISIC_0435283,0.08323757909238338
ISIC_0435396,0.006646685302257538
ISIC_0436298,0.021464109420776367
ISIC_0436727,0.03269301960244775
ISIC_0436779,0.0033727569971233606
ISIC_0436884,0.008022138150408864
ISIC_0437081,0.07575453072786331
ISIC_0437384,0.004117057309485972
ISIC_0437987,0.02289030095562339
ISIC_0438584,0.12868162244558334
ISIC_0439475,0.032944802194833755
ISIC_0441244,0.021733568981289864
ISIC_0442293,0.12157024070620537
ISIC_0442567,0.08200328052043915
ISIC_0445097,0.005909679224714637
ISIC_0446097,0.04691581754013896
ISIC_0446287,0.012139206286519766
ISIC_0446447,0.011393848573789
ISIC_0448691,0.0185813958523795
ISIC_0450552,0.009243052219972014
ISIC_0451155,0.049430098850280046
ISIC_0451665,0.12538024596869946
ISIC_0452297,0.014467035420238972
ISIC_0453555,0.06123079382814467
ISIC_0454124,0.003690831479616463
ISIC_0454916,0.021636886289343238
ISIC_0456176,0.061120156198740005
ISIC_0456797,0.004684866697061807
ISIC_0457344,0.025772317312657833
ISIC_0457384,0.015565153444185853
ISIC_0457494,0.06573480647057295
ISIC_0457530,0.032440649811178446
ISIC_0457688,0.047761944122612476
ISIC_0459718,0.014623965136706829
ISIC_0460023,0.004399083903990686
ISIC_0460170,0.007942155003547668
ISIC_0460323,0.005191005300730467
ISIC_0461615,0.0219397465698421
ISIC_0462037,0.005237262113951147
ISIC_0462120,0.02469104342162609
ISIC_0462327,0.00587119348347187
ISIC_0462336,0.013095373171381652
ISIC_0462792,0.005435236846096814
ISIC_0463800,0.012290165293961763
ISIC_0464417,0.024657942820340395
ISIC_0465975,0.024812523741275072
ISIC_0467617,0.003888070583343506
ISIC_0468644,0.09178701974451542
ISIC_0469457,0.07978495210409164
ISIC_0470465,0.0924401767551899
ISIC_0470699,0.24142437428236008
ISIC_0473489,0.010246428777463734
ISIC_0474220,0.0050556284841150045
ISIC_0476927,0.0031570602441206574
ISIC_0477213,0.1247252612374723
ISIC_0477217,0.0037408543284982443
ISIC_0477424,0.0032778598251752555
ISIC_0477793,0.05289112124592066
ISIC_0477875,0.007778860395774245
ISIC_0477986,0.003701865440234542
ISIC_0479726,0.0264032119885087
ISIC_0479755,0.17907984275370836
ISIC_0480158,0.034346737898886204
ISIC_0481105,0.2407081201672554
ISIC_0482298,0.005855851457454264
ISIC_0482617,0.02526758355088532
ISIC_0485889,0.09027706272900105
ISIC_0486436,0.005576239200308919
ISIC_0487789,0.05620317813009024
ISIC_0488846,0.0059539774665609
ISIC_0490555,0.005463334498926997
ISIC_0492058,0.0128514573443681
ISIC_0493101,0.1155514046549797
ISIC_0493429,0.023317430168390274
ISIC_0493786,0.019854862592183053
ISIC_0495167,0.030713359359651804
ISIC_0495234,0.062133554834872484
ISIC_0495887,0.02007299696560949
ISIC_0495948,0.0389954075217247
ISIC_0497721,0.028193006291985512
ISIC_0498659,0.05480735003948212
ISIC_0500319,0.006101990933530033
ISIC_0500851,0.10889596794731915
ISIC_0501199,0.014408046612516046
ISIC_0501295,0.005727086216211319
ISIC_0502032,0.005508444854058325
ISIC_0502364,0.0067114271223545074
ISIC_0504453,0.02871881751343608
ISIC_0504686,0.0239429147914052
ISIC_0504935,0.005542918690480292
ISIC_0505403,0.03324947506189346
ISIC_0505447,0.007512844749726355
ISIC_0506082,0.07501200120896101
ISIC_0506198,0.03384808637201786
ISIC_0508596,0.02276460826396942
ISIC_0509538,0.004329813935328275
ISIC_0510408,0.009159697568975389
ISIC_0510439,0.004615419136825949
ISIC_0510794,0.0131183504126966
ISIC_0511981,0.3687726557254791
ISIC_0513674,0.008575901039876044
ISIC_0513808,0.006826027063652873
ISIC_0515041,0.022505341097712517
ISIC_0515737,0.017352356342598796
ISIC_0517531,0.008957317331805825
ISIC_0517673,0.05515893176198006
ISIC_0519860,0.009167247219011188
ISIC_0520611,0.011432438041083515
ISIC_0521580,0.003875288588460535
ISIC_0521689,0.013200545916333795
ISIC_0521877,0.004091722425073385
ISIC_0522569,0.06562840938568115
ISIC_0523596,0.08969088178128004
ISIC_0524466,0.2287263385951519
ISIC_0524604,0.04340730607509613
ISIC_0525213,0.03186898585408926
ISIC_0525405,0.043373793829232454
ISIC_0527588,0.011903758626431227
ISIC_0528304,0.038367291912436485
ISIC_0528945,0.0794881209731102
ISIC_0530946,0.024178910069167614
ISIC_0532813,0.03574211290106177
ISIC_0533917,0.011392329935915768
ISIC_0535264,0.11090204864740372
ISIC_0535812,0.1414620205760002
ISIC_0536393,0.007586113293655217
ISIC_0537310,0.11467983946204185
ISIC_0537430,0.10882940702140331
ISIC_0538335,0.05234019085764885
ISIC_0538391,0.04998588585294783
ISIC_0539046,0.024303294252604246
ISIC_0539432,0.4782870262861252
ISIC_0539662,0.011317071272060275
ISIC_0541206,0.02054345514625311
ISIC_0542744,0.06447880063205957
ISIC_0542899,0.0232082842849195
ISIC_0543866,0.018772942945361137
ISIC_0544482,0.24557635001838207
ISIC_0545219,0.028735043480992317
ISIC_0545222,0.056976109743118286
ISIC_0546119,0.0394906522706151
ISIC_0546506,0.016374675557017326
ISIC_0546632,0.04370672767981887
ISIC_0546682,0.020497275749221444
ISIC_0547086,0.04226022958755493
ISIC_0548182,0.03657601121813059
ISIC_0548968,0.0254746382124722
ISIC_0550777,0.06168430554680526
ISIC_0554395,0.005257537588477135
ISIC_0554507,0.005213877884671092
ISIC_0554535,0.006509565282613039
ISIC_0554819,0.034379784017801285
ISIC_0555540,0.2700156420469284
ISIC_0556297,0.005607973667792976
ISIC_0556505,0.4185696318745613
ISIC_0556568,0.00674913136754185
ISIC_0557285,0.009542010142467916
ISIC_0557595,0.008175979251973331
ISIC_0557850,0.009595062350854278
ISIC_0558458,0.03775239549577236
ISIC_0558563,0.004582051828037947
ISIC_0558899,0.027443041559308767
ISIC_0559101,0.1342505607753992
ISIC_0561202,0.03871075436472893
ISIC_0564203,0.005755979800596833
ISIC_0565070,0.02374084945768118
ISIC_0567332,0.009294294053688645
ISIC_0570796,0.014348265016451478
ISIC_0571162,0.0771872391924262
ISIC_0571336,0.014931448269635439
ISIC_0572486,0.0034599746577441692
ISIC_0574930,0.005317985138390213
ISIC_0576125,0.01056760479696095
ISIC_0578316,0.01042953785508871
ISIC_0578354,0.04557683598250151
ISIC_0579350,0.1230029184371233
ISIC_0579367,0.28446904942393303
ISIC_0580265,0.03873579669743776
ISIC_0582447,0.22439129278063774
ISIC_0582531,0.04354273062199354
ISIC_0583833,0.00714785186573863
ISIC_0584197,0.08262189151719213
ISIC_0585534,0.0677540646865964
ISIC_0586493,0.00399238703539595
ISIC_0586601,0.030285589396953583
ISIC_0587024,0.04268824867904186
ISIC_0587027,0.14079087413847446
ISIC_0587527,0.020325026474893093
ISIC_0588157,0.02763681230135262
ISIC_0588162,0.029060859000310302
ISIC_0588352,0.14614411816000938
ISIC_0589061,0.010933669283986092
ISIC_0590646,0.004425726016052067
ISIC_0591142,0.06932560633867979
ISIC_0591685,0.022023517172783613
ISIC_0592225,0.021286324132233858
ISIC_0592796,0.005922871641814709
ISIC_0594374,0.027944661444053054
ISIC_0594932,0.008463622536510229
ISIC_0595682,0.05514159915037453
ISIC_0596005,0.030667491257190704
ISIC_0596499,0.004381689184810966
ISIC_0598190,0.004900844651274383
ISIC_0598769,0.048494732938706875
ISIC_0600649,0.06847127713263035
ISIC_0600710,0.02532678237184882
ISIC_0602170,0.004005526949185878
ISIC_0602633,0.17353387735784054
ISIC_0603307,0.004537373257335275
ISIC_0604055,0.047609050292521715
ISIC_0604516,0.14264586009085178
ISIC_0605259,0.03332505840808153
ISIC_0606244,0.09786865999922156
ISIC_0607037,0.0222207170445472
ISIC_0607397,0.006729103857651353
ISIC_0607473,0.00620958162471652
ISIC_0607693,0.014850549399852753
ISIC_0608042,0.07320453226566315
ISIC_0608105,0.012218163930810988
ISIC_0608330,0.008026904426515102
ISIC_0609220,0.0051827795105054975
ISIC_0609770,0.013260513544082642
ISIC_0610325,0.047456786036491394
ISIC_0611293,0.009630957385525107
ISIC_0611390,0.02216227655299008
ISIC_0611822,0.07315567694604397
ISIC_0612337,0.007090192753821611
ISIC_0613199,0.02995241805911064
ISIC_0613239,0.01237769448198378
ISIC_0613293,0.003969539189711213
ISIC_0613555,0.015583052765578032
ISIC_0613748,0.40680423751473427
ISIC_0615241,0.016293855500407517
ISIC_0616900,0.004546761978417635
ISIC_0619695,0.00841689424123615
ISIC_0620316,0.013045792235061526
ISIC_0620379,0.03969207173213363
ISIC_0620581,0.012341648573055863
ISIC_0621355,0.005048920749686658
ISIC_0621919,0.004150013148318976
ISIC_0622203,0.007391444756649435
ISIC_0622461,0.016589054372161627
ISIC_0623254,0.017469557467848063
ISIC_0623493,0.017551479628309608
ISIC_0623650,0.01441782247275114
ISIC_0624194,0.015978155890479684
ISIC_0627128,0.03762531280517578
ISIC_0627467,0.08724153833463788
ISIC_0631039,0.027970218332484365
ISIC_0633018,0.022025559097528458
ISIC_0633831,0.11426093801856041
ISIC_0634161,0.020289664855226874
ISIC_0634896,0.13533390872180462
ISIC_0635396,0.007939381175674498
ISIC_0635721,0.07958271726965904
ISIC_0636920,0.012656942126341164
ISIC_0637104,0.1841641515493393
ISIC_0637231,0.006260796566493809
ISIC_0639631,0.03971639066003263
ISIC_0640439,0.10172203369438648
ISIC_0641371,0.04520738497376442
ISIC_0644758,0.0059419035678729415
ISIC_0644873,0.030173067934811115
ISIC_0645560,0.13230155408382416
ISIC_0646211,0.3038355018943548
ISIC_0646723,0.0057349419221282005
ISIC_0647385,0.03563912492245436
ISIC_0649394,0.08110058563761413
ISIC_0650063,0.6621604040265083
ISIC_0650090,0.02403729734942317
ISIC_0653629,0.03716018656268716
ISIC_0653693,0.004515426582656801
ISIC_0653761,0.011223789304494858
ISIC_0654120,0.08304117806255817
ISIC_0655378,0.00903177575673908
ISIC_0655512,0.06133216340094805
ISIC_0656308,0.033583033829927444
ISIC_0660782,0.07026921305805445
ISIC_0660925,0.0873413160443306
ISIC_0662288,0.031241560587659478
ISIC_0663197,0.01579437789041549
ISIC_0663707,0.006142021738924086
ISIC_0664454,0.006603948073461652
ISIC_0664524,0.021487478632479906
ISIC_0665430,0.023521709721535444
ISIC_0665521,0.00454418791923672
ISIC_0667449,0.013016142882406712
ISIC_0668855,0.08814963884651661
ISIC_0669360,0.074796955101192
ISIC_0671119,0.11729119904339314
ISIC_0673217,0.20063046365976334
ISIC_0673441,0.005115954903885722
ISIC_0673705,0.03435551142320037
ISIC_0673777,0.00992417149245739
ISIC_0673970,0.04595565050840378
ISIC_0674308,0.011775176506489515
ISIC_0674636,0.09166594315320253
ISIC_0674769,0.00460087473038584
ISIC_0675554,0.008084584958851337
ISIC_0675743,0.003345333447214216
ISIC_0676272,0.021788664045743644
ISIC_0676443,0.03559283632785082
ISIC_0676863,0.005388954188674688
ISIC_0677660,0.08212413685396314
ISIC_0678034,0.0071958983317017555
ISIC_0680997,0.03515689633786678
ISIC_0681019,0.011739132227376103
ISIC_0681410,0.11777660623192787
ISIC_0681751,0.07480092439800501
ISIC_0682057,0.10036909766495228
ISIC_0682495,0.009218808612786233
ISIC_0682907,0.00803633057512343
ISIC_0682960,0.008085975074209273
ISIC_0684256,0.018767344765365124
ISIC_0684654,0.00886251387419179
ISIC_0684862,0.04048002790659666
ISIC_0685033,0.0217343473341316
ISIC_0685067,0.060508932918310165
ISIC_0686961,0.3843987323343754
ISIC_0689307,0.005851214402355254
ISIC_0692073,0.09992769872769713
ISIC_0695000,0.06591015867888927
ISIC_0695255,0.0947718508541584
ISIC_0695851,0.021173637360334396
ISIC_0697455,0.03644140111282468
ISIC_0698209,0.04226043540984392
ISIC_0700078,0.0070112941320985556
ISIC_0700201,0.00532216124702245
ISIC_0701187,0.026134000159800053
ISIC_0701649,0.03361960640177131
ISIC_0701776,0.011400744318962097
ISIC_0703440,0.005869463202543557
ISIC_0703903,0.03256873041391373
ISIC_0703979,0.02981411013752222
ISIC_0704243,0.01258397230412811
ISIC_0704245,0.044531408697366714
ISIC_0704435,0.003242104488890618
ISIC_0705764,0.01953226374462247
ISIC_0705909,0.003871491993777454
ISIC_0707036,0.039078479167073965
ISIC_0707359,0.002812641265336424
ISIC_0707819,0.014286667807027698
ISIC_0708442,0.1348844300955534
ISIC_0708867,0.017734523862600327
ISIC_0708878,0.04186778515577316
ISIC_0710840,0.06105130072683096
ISIC_0712978,0.00918145664036274
ISIC_0713157,0.010848614387214184
ISIC_0714126,0.008223036304116249
ISIC_0714540,0.008935449761338532
ISIC_0715784,0.01109784422442317
ISIC_0715864,0.007378187030553818
ISIC_0716650,0.006694383569993079
ISIC_0717635,0.007920772535726428
ISIC_0718698,0.01180374389514327
ISIC_0719763,0.004650504037272185
ISIC_0720050,0.007587685948237777
ISIC_0720319,0.047200821340084076
ISIC_0721575,0.008025748771615326
ISIC_0721927,0.04456311836838722
ISIC_0722065,0.046983801294118166
ISIC_0722323,0.003609899082221091
ISIC_0723369,0.012130463495850563
ISIC_0723819,0.01292897283565253
ISIC_0724106,0.08368502859957516
ISIC_0724784,0.013056231196969748
ISIC_0727953,0.05265167448669672
ISIC_0728055,0.04993878572713584
ISIC_0728474,0.00798159884288907
ISIC_0728977,0.007348403800278902
ISIC_0729188,0.021310840034857392
ISIC_0729365,0.015452461317181587
ISIC_0732158,0.12976811453700066
ISIC_0732261,0.01007615274284035
ISIC_0733408,0.06756150629371405
ISIC_0734038,0.015897090081125498
ISIC_0734761,0.01249280315823853
ISIC_0735344,0.025018770713359118
ISIC_0735361,0.02209924580529332
ISIC_0735507,0.011919135926291347
ISIC_0737285,0.040408000349998474
ISIC_0737596,0.03623443190008402
ISIC_0737951,0.20876994729042053
ISIC_0738067,0.14489246532320976
ISIC_0738616,0.010421636630780995
ISIC_0739064,0.010721901431679726
ISIC_0739401,0.040624309331178665
ISIC_0740997,0.02070420514792204
ISIC_0743576,0.005691297817975283
ISIC_0743739,0.06570743210613728
ISIC_0743789,0.022245020605623722
ISIC_0746818,0.018981705652549863
ISIC_0747114,0.03051115688867867
ISIC_0748291,0.0062519090715795755
ISIC_0749073,0.020554000977426767
ISIC_0749202,0.008035033475607634
ISIC_0752872,0.029312792932614684
ISIC_0753499,0.003871836990583688
ISIC_0755453,0.04844831069931388
ISIC_0756977,0.024322326644323766
ISIC_0757171,0.0213453215546906
ISIC_0758024,0.01980392960831523
ISIC_0758246,0.0051234973361715674
ISIC_0758568,0.054526738822460175
ISIC_0759383,0.08954372070729733
ISIC_0760154,0.0957589615136385
ISIC_0760260,0.021045916830189526
ISIC_0762091,0.005280570825561881
ISIC_0763495,0.007082905154675245
ISIC_0764739,0.04606868512928486
ISIC_0765355,0.4276821371167898
ISIC_0767812,0.008134720963425934
ISIC_0769066,0.005312112043611705
ISIC_0770095,0.003567333274986595
ISIC_0770234,0.01598155964165926
ISIC_0770508,0.0582802826538682
ISIC_0770817,0.026664051227271557
ISIC_0771788,0.008423482882790267
ISIC_0772522,0.034611466340720654
ISIC_0772578,0.034976424649357796
ISIC_0772706,0.00650717515964061
ISIC_0773190,0.021455631824210286
ISIC_0774444,0.006153978523798287
ISIC_0775579,0.006352369789965451
ISIC_0775584,0.06291353702545166
ISIC_0776524,0.01691231457516551
ISIC_0776616,0.030382307595573366
ISIC_0776803,0.05520496238023043
ISIC_0776824,0.02891948213800788
ISIC_0777077,0.0044477409683167934
ISIC_0778512,0.00940496230032295
ISIC_0779258,0.004930698894895613
ISIC_0780165,0.06767605524510145
ISIC_0781571,0.12122065667062998
ISIC_0784160,0.007397558307275176
